id,post,user
9328,18005,18024
9329,25436,1543
9330,34802,18643
9331,16928,16613
9332,31338,10119
9333,34424,10972
9334,24577,24357
9335,30196,22639
9336,32,18115
9337,35774,7466
9338,30903,693
9339,3913,11353
9340,12425,8699
9341,30961,1979
9342,19503,14302
9343,32046,4339
9344,13598,24628
9345,16316,4913
9346,38283,11505
9347,24251,21760
9348,890,16698
9349,24955,14563
9350,6484,18702
9351,30804,8701
9352,37961,22514
9353,5198,4387
9354,36629,14620
9355,27156,1209
9356,22053,22957
9357,5395,7956
9358,38183,20254
9359,38846,96
9360,5777,18905
9361,22797,23089
9362,38199,160
9363,3767,20612
9364,2852,24860
9365,16243,16005
9366,21132,19232
9367,23536,11665
9368,27319,12983
9369,6989,22267
9370,35873,12452
9371,32550,14380
9372,12625,16016
9373,23841,2480
9374,37833,10078
9375,22699,4216
9376,15537,11347
9377,1979,2482
9378,16317,5102
9379,18475,9
9380,19445,22834
9381,35871,6486
9382,18841,9795
9383,5323,9770
9384,21731,5416
9385,23255,24393
9386,24534,12656
9387,19575,6191
9388,15115,3800
9389,13626,22302
9390,29042,6717
9391,6935,11341
9392,30281,7027
9393,28181,19107
9394,28625,6199
9395,27367,14788
9396,11328,18866
9397,12959,9433
9398,14805,10386
9399,24027,13172
9400,9121,2272
9401,28875,16431
9402,7628,8933
9403,36665,12677
9404,15351,17276
9405,1785,23105
9406,12372,10201
9407,14914,1108
9408,38882,537
9409,17372,8105
9410,35914,13989
9411,10923,8731
9412,26652,11467
9413,24207,5633
9414,5970,13915
9415,31842,17022
9416,6057,617
9417,27162,14797
9418,13141,223
9419,32427,296
9420,36754,11364
9421,35073,24
9422,20418,6802
9423,5261,5261
9424,15419,621
9425,39206,20820
9426,26578,18322
9427,26693,16319
9428,26881,1819
9429,28230,12851
9430,8996,20604
9431,4395,330
9432,25961,8219
9433,13446,9662
9434,3580,3530
9435,38552,6504
9436,7852,14444
9437,38402,9266
9438,38098,17078
9439,39959,13889
9440,7757,8251
9441,21592,13951
9442,17353,11037
9443,19407,15963
9444,5676,3701
9445,38033,8445
9446,11626,18825
9447,755,13488
9448,8313,5174
9449,9408,21775
9450,16039,6151
9451,5878,10943
9452,24899,13898
9453,16176,23112
9454,33155,23209
9455,8153,14160
9456,4017,7627
9457,16456,12387
9458,19738,21040
9459,26451,2647
9460,6370,22513
9461,8785,18058
9462,3180,11524
9463,31591,14217
9464,1484,11996
9465,37514,19704
9466,32559,20800
9467,6725,19766
9468,38531,24812
9469,24662,4029
9470,24450,3593
9471,25311,1466
9472,39460,14196
9473,21232,8741
9474,10992,21361
9475,31986,1021
9476,32205,9259
9477,17973,12479
9478,39315,22434
9479,11890,14890
9480,35002,6411
9481,22432,5877
9482,7107,15185
9483,33066,6923
9484,20029,8517
9485,27471,9217
9486,35853,20471
9487,15051,22425
9488,17585,8428
9489,16252,20855
9490,22744,9150
9491,16641,4968
9492,32545,466
9493,9021,7197
9494,5273,7952
9495,5532,21184
9496,39816,1068
9497,36603,20680
9498,5587,24227
9499,3838,21506
9500,31251,18841
9501,17562,2902
9502,30866,212
9503,10333,10977
9504,35417,2834
9505,15110,12971
9506,26205,3159
9507,9057,6061
9508,15277,24411
9509,14780,4553
9510,11187,8768
9511,6678,6003
9512,19827,19307
9513,39650,11870
9514,4312,24415
9515,29435,21300
9516,22820,4764
9517,20714,4993
9518,32814,23818
9519,24820,14064
9520,17486,17950
9521,11161,5982
9522,24237,19879
9523,14219,4581
9524,13036,7143
9525,4484,3993
9526,18674,5946
9527,9013,13937
9528,36771,12517
9529,11504,6507
9530,3629,286
9531,7465,9650
9532,38433,7581
9533,18690,10816
9534,29169,3513
9535,6799,5801
9536,26227,5955
9537,4840,21099
9538,21860,22033
9539,25719,15913
9540,12282,12955
9541,36752,11712
9542,36801,479
9543,11950,4202
9544,20790,19732
9545,6316,4037
9546,3590,8623
9547,25637,22928
9548,26173,23455
9549,2391,3872
9550,22616,15116
9551,38024,20079
9552,37009,20560
9553,30178,288
9554,29092,22209
9555,5872,2056
9556,24473,18130
9557,36208,16066
9558,14137,18286
9559,1150,15898
9560,28102,379
9561,6414,5438
9562,11608,9656
9563,25434,21247
9564,25107,9330
9565,14060,13855
9566,2428,23799
9567,29883,703
9568,18440,1686
9569,13503,24116
9570,24105,2434
9571,9039,13889
9572,38441,8580
9573,6582,5183
9574,34417,6007
9575,10171,7295
9576,14745,22251
9577,9914,10101
9578,18827,2782
9579,5190,10620
9580,27364,6616
9581,10593,23750
9582,20393,20041
9583,36363,19987
9584,28042,24194
9585,39020,109
9586,37718,3785
9587,37521,8982
9588,9884,18227
9589,18435,17790
9590,13093,8007
9591,32884,8152
9592,22991,5027
9593,1275,15659
9594,10693,8863
9595,14711,22681
9596,28537,8250
9597,189,23784
9598,31568,6644
9599,33426,19088
9600,23684,20192
9601,22981,12062
9602,2969,9804
9603,3821,22908
9604,30328,9596
9605,14017,5227
9606,16154,10440
9607,25516,24576
9608,14415,13577
9609,13161,4042
9610,21032,14983
9611,13427,8488
9612,168,17838
9613,33826,13454
9614,36644,17520
9615,18502,9299
9616,27783,1013
9617,22064,21201
9618,2815,11628
9619,11178,19483
9620,21784,13233
9621,11347,11120
9622,11653,11375
9623,8469,16488
9624,4870,21537
9625,26776,308
9626,19302,7691
9627,922,6990
9628,16077,6261
9629,30505,16366
9630,13431,6376
9631,774,6051
9632,24170,24010
9633,31391,15641
9634,32959,22925
9635,31690,16703
9636,31399,2837
9637,16298,23314
9638,12028,3184
9639,6524,9617
9640,31156,6407
9641,13521,5071
9642,37830,19392
9643,1043,17488
9644,34881,16826
9645,38018,3217
9646,12151,20371
9647,19615,1744
9648,29369,17041
9649,26463,17656
9650,34354,8530
9651,669,17972
9652,27836,12709
9653,34542,15418
9654,3562,20851
9655,26904,20307
9656,4484,16741
9657,8029,24502
9658,24917,6501
9659,19155,6119
9660,24964,2666
9661,37043,21099
9662,8386,6524
9663,3212,19179
9664,23912,17993
9665,9578,6557
9666,18987,1097
9667,7409,21748
9668,16119,1259
9669,22063,12331
9670,15550,10833
9671,29441,18695
9672,28880,13995
9673,6175,3298
9674,18429,12497
9675,15853,18415
9676,3230,15875
9677,5090,6585
9678,7417,18218
9679,24851,19861
9680,29563,603
9681,19084,22221
9682,34542,19273
9683,30704,5118
9684,13104,4512
9685,25036,43
9686,33535,11899
9687,16219,15198
9688,39854,13999
9689,39880,9984
9690,15526,22499
9691,20485,19196
9692,6295,7167
9693,35015,5432
9694,23265,537
9695,17338,23410
9696,38383,10685
9697,29097,15365
9698,12510,18592
9699,5236,8744
9700,32649,9667
9701,25782,23803
9702,13965,1462
9703,311,7309
9704,20101,3731
9705,17175,2619
9706,17507,12423
9707,17759,21684
9708,6225,2631
9709,7771,7923
9710,1024,2748
9711,13805,11700
9712,22887,18175
9713,32685,4455
9714,21910,4724
9715,22357,17380
9716,10369,22736
9717,34224,10808
9718,10101,1872
9719,34200,17960
9720,23033,4790
9721,14597,1310
9722,24939,23045
9723,36041,19718
9724,34372,1243
9725,8966,2850
9726,20340,16934
9727,39186,3444
9728,21304,22447
9729,9085,19996
9730,38373,3372
9731,24736,146
9732,3846,23721
9733,25035,20503
9734,34309,11624
9735,369,4835
9736,33484,6690
9737,29206,8587
9738,38615,8187
9739,1250,682
9740,13158,16248
9741,34955,16790
9742,16515,3218
9743,18278,14454
9744,35469,9167
9745,34369,7572
9746,29878,18328
9747,26801,9545
9748,23682,1714
9749,15911,18113
9750,35813,9360
9751,2837,6751
9752,39311,7800
9753,33686,10474
9754,5628,17001
9755,18361,2036
9756,5957,9876
9757,22958,8045
9758,20480,56
9759,10735,14000
9760,4877,1234
9761,23752,20480
9762,14085,20261
9763,15118,66
9764,25422,13381
9765,34008,12322
9766,9105,15493
9767,23843,13544
9768,20373,6421
9769,37275,13122
9770,26938,3401
9771,37043,15721
9772,20454,10563
9773,31414,10622
9774,7497,20224
9775,29816,8428
9776,37128,12601
9777,28272,10778
9778,17226,8521
9779,36881,16604
9780,20160,8451
9781,23402,22457
9782,17659,12306
9783,28407,24445
9784,7147,21690
9785,34942,12258
9786,38214,11672
9787,35487,5801
9788,9828,14166
9789,25525,1050
9790,15540,902
9791,32289,20059
9792,10698,21889
9793,18358,10975
9794,32896,4613
9795,37568,9794
9796,13622,20999
9797,976,10903
9798,4250,5382
9799,9507,15137
9800,25318,15228
9801,2248,8208
9802,14485,1331
9803,39325,21653
9804,19616,1403
9805,28700,2437
9806,26883,20458
9807,34564,6780
9808,19834,11329
9809,24863,16698
9810,12,14004
9811,3977,10040
9812,16883,15255
9813,11288,10218
9814,9403,5133
9815,39507,8938
9816,4894,20773
9817,675,16468
9818,2836,7833
9819,3568,18792
9820,30657,22529
9821,29457,3915
9822,24932,9329
9823,32745,20024
9824,5079,16802
9825,23757,17603
9826,15176,13740
9827,36866,17490
9828,17981,14912
9829,33087,389
9830,19102,12576
9831,4302,24528
9832,19513,3590
9833,18234,20527
9834,31072,21156
9835,29352,4122
9836,1886,24010
9837,5525,20618
9838,26878,12021
9839,15698,7279
9840,28300,14928
9841,17863,2373
9842,38748,2212
9843,26380,17422
9844,15951,13673
9845,28351,11390
9846,32563,8839
9847,24579,15813
9848,36565,4021
9849,1631,15132
9850,5067,20815
9851,2926,7720
9852,26104,14098
9853,26075,20058
9854,18738,33
9855,10171,23473
9856,24583,16867
9857,980,6570
9858,19703,22855
9859,29562,19233
9860,24057,24576
9861,28228,22762
9862,16380,18387
9863,18311,2217
9864,36336,8050
9865,26802,16865
9866,22232,22553
9867,27442,15213
9868,1105,5445
9869,1026,2677
9870,24649,19559
9871,28274,19531
9872,17524,415
9873,10500,8921
9874,27942,15373
9875,32893,11609
9876,4507,2638
9877,12537,14794
9878,14646,3382
9879,23872,331
9880,20062,22229
9881,18939,12863
9882,29803,2340
9883,37402,20626
9884,8962,6816
9885,32665,6616
9886,11319,7596
9887,21761,17966
9888,39969,11863
9889,19498,16778
9890,11534,20007
9891,22238,11229
9892,8692,20406
9893,7512,4725
9894,28016,8565
9895,13775,9938
9896,12539,7802
9897,6674,21552
9898,10394,2938
9899,11146,4893
9900,9227,1450
9901,27100,20243
9902,29066,17357
9903,23712,24361
9904,16602,3931
9905,12297,7797
9906,16184,738
9907,28817,8554
9908,27602,11526
9909,35752,6260
9910,26259,14325
9911,8801,15556
9912,23055,20700
9913,27627,2138
9914,11311,1381
9915,2860,24436
9916,20537,12824
9917,37882,190
9918,1785,604
9919,28571,21458
9920,3444,18602
9921,25569,3668
9922,32230,10946
9923,8082,16868
9924,37567,15640
9925,28584,20988
9926,37559,9802
9927,1923,4984
9928,37123,23237
9929,37252,19353
9930,36960,7794
9931,8860,6082
9932,18980,21922
9933,12982,19180
9934,39395,6325
9935,27087,24690
9936,36153,23060
9937,34306,3515
9938,9841,3191
9939,5702,5539
9940,22181,11007
9941,36694,24757
9942,17200,19270
9943,7355,5817
9944,30782,10495
9945,36972,4571
9946,16930,24325
9947,3789,7234
9948,34330,16741
9949,14976,24495
9950,6208,3577
9951,38050,11192
9952,9345,13371
9953,9486,1876
9954,8582,19333
9955,3174,17925
9956,11492,4815
9957,15619,21863
9958,26990,21379
9959,23356,19074
9960,8185,22734
9961,39458,18808
9962,33363,7700
9963,3175,4834
9964,19266,6085
9965,38134,8375
9966,32333,6228
9967,21175,19312
9968,21493,20212
9969,7276,17451
9970,9226,12646
9971,24048,12435
9972,13808,4588
9973,13405,6557
9974,11369,18794
9975,36678,1244
9976,6027,19
9977,28040,22581
9978,5805,9949
9979,2526,24118
9980,36700,17218
9981,13506,10949
9982,14444,11018
9983,28636,1385
9984,11630,2277
9985,36432,17514
9986,9165,6491
9987,34859,21707
9988,6821,16728
9989,10738,24940
9990,23439,12723
9991,38149,16811
9992,707,17871
9993,26419,13584
9994,3862,8532
9995,11074,21751
9996,21679,10186
9997,28845,15373
9998,38473,6810
9999,15229,21211
10000,3217,3832
10001,17377,14976
10002,35044,10119
10003,4320,6300
10004,12176,7461
10005,1215,11182
10006,5037,4392
10007,39097,2086
10008,12398,7140
10009,11457,23830
10010,18488,2891
10011,9707,15703
10012,35770,12692
10013,6868,5289
10014,29540,2170
10015,34176,14953
10016,31406,18700
10017,2426,749
10018,19021,13036
10019,14481,15489
10020,18958,6517
10021,24571,16264
10022,10983,13291
10023,25853,20322
10024,25949,19258
10025,32390,9269
10026,9572,1538
10027,20310,17966
10028,7354,1788
10029,7163,5522
10030,1604,13692
10031,28413,16554
10032,6956,3429
10033,35405,13814
10034,4979,23281
10035,28676,21459
10036,27658,1919
10037,6246,16490
10038,4505,11390
10039,37684,3523
10040,3280,17326
10041,14333,21045
10042,23909,23194
10043,1746,11358
10044,751,14845
10045,25734,20628
10046,34738,16957
10047,23129,10463
10048,21724,12971
10049,16536,14761
10050,2519,220
10051,26954,10479
10052,17044,14908
10053,38160,21589
10054,36118,18232
10055,7590,16471
10056,23174,10679
10057,34928,15950
10058,6072,14734
10059,34691,20038
10060,39810,15559
10061,9031,9968
10062,35173,17109
10063,680,22435
10064,17376,23212
10065,10349,14578
10066,2270,4182
10067,30664,23735
10068,34121,22476
10069,15515,18010
10070,10834,5880
10071,4937,17703
10072,26915,18682
10073,26649,20326
10074,31046,14332
10075,3280,11940
10076,23101,16210
10077,21660,6622
10078,25465,8152
10079,35110,24792
10080,36880,24978
10081,25533,16457
10082,23746,24271
10083,10794,18717
10084,26498,12926
10085,28900,1655
10086,39818,23739
10087,850,13108
10088,22714,16545
10089,692,439
10090,39085,11233
10091,25543,16664
10092,31226,2485
10093,11341,21319
10094,38155,17976
10095,37410,12136
10096,5311,14433
10097,7381,7156
10098,26173,21340
10099,29430,24982
10100,1415,12438
10101,33595,16767
10102,24067,23559
10103,6006,6257
10104,596,2924
10105,4964,728
10106,8249,15364
10107,16843,23324
10108,34555,5115
10109,5266,10850
10110,16439,10612
10111,1957,14580
10112,21260,24753
10113,26870,12146
10114,23689,5502
10115,26524,20023
10116,33466,1017
10117,33013,20250
10118,37300,7341
10119,3384,23373
10120,22975,9502
10121,9768,22327
10122,1166,15638
10123,22400,12842
10124,25076,18086
10125,24392,20109
10126,5115,22768
10127,29956,15922
10128,18456,17802
10129,4604,13797
10130,21755,13355
10131,19185,3581
10132,754,24822
10133,17039,6619
10134,30388,13478
10135,12661,21283
10136,6427,14896
10137,31607,5430
10138,7364,1493
10139,27850,21954
10140,30990,7702
10141,26105,24893
10142,3491,3222
10143,29028,18584
10144,14621,16964
10145,12799,22300
10146,33531,21500
10147,32403,19156
10148,6608,14219
10149,28954,18685
10150,4684,3860
10151,46,15250
10152,25978,20521
10153,21579,7717
10154,32461,554
10155,4773,12903
10156,19199,19314
10157,31742,18895
10158,7000,13335
10159,35570,22626
10160,30525,6358
10161,3908,7474
10162,1384,9154
10163,9991,18072
10164,15495,17050
10165,29405,18420
10166,3990,10200
10167,19577,18380
10168,13953,20306
10169,11198,12408
10170,20539,10021
10171,28548,5032
10172,17505,18856
10173,27362,12141
10174,5194,21035
10175,14995,16734
10176,3753,16632
10177,4735,11951
10178,20115,23292
10179,10127,4615
10180,19522,16146
10181,1557,7277
10182,36204,1139
10183,17649,19159
10184,17891,11830
10185,30662,6138
10186,33126,8967
10187,36910,3408
10188,29821,20927
10189,9121,7034
10190,10748,2356
10191,7373,14388
10192,11057,19356
10193,21959,7582
10194,38463,8064
10195,20353,15426
10196,20940,6
10197,17189,6384
10198,24186,19434
10199,27524,20680
10200,33428,20322
10201,27534,520
10202,28856,8773
10203,21350,21380
10204,33854,973
10205,39132,4409
10206,28886,11426
10207,11487,3679
10208,7976,9452
10209,34012,19797
10210,23351,964
10211,27763,21548
10212,10254,6974
10213,3484,5209
10214,11447,10593
10215,8160,3443
10216,4772,10253
10217,2334,17952
10218,17248,2832
10219,8168,6286
10220,14276,12360
10221,26434,8930
10222,12411,5626
10223,22922,9046
10224,22439,22002
10225,20849,25
10226,7218,14596
10227,34909,5825
10228,8462,21206
10229,10222,2545
10230,28513,23607
10231,6160,17912
10232,25287,22551
10233,26672,2266
10234,18626,15652
10235,14282,7715
10236,8174,14218
10237,38832,23948
10238,11971,2255
10239,37500,21912
10240,13670,16372
10241,12242,2678
10242,9656,17632
10243,19195,20157
10244,3690,7916
10245,556,23413
10246,3949,22906
10247,4241,17272
10248,5009,3220
10249,10632,651
10250,11728,11639
10251,20131,20163
10252,29309,23052
10253,16103,4852
10254,14474,900
10255,38905,14041
10256,10688,21190
10257,25266,24923
10258,12906,9151
10259,25507,6974
10260,11818,1723
10261,13411,5502
10262,28639,3135
10263,326,23318
10264,15826,3690
10265,3994,5427
10266,23511,8917
10267,35642,4696
10268,2459,8653
10269,30261,22583
10270,33517,18552
10271,33448,11640
10272,35182,11909
10273,6033,14954
10274,1313,21596
10275,2350,13930
10276,15325,8818
10277,23022,21950
10278,1982,10214
10279,8373,23215
10280,34301,16683
10281,14013,20399
10282,6632,23367
10283,27404,1338
10284,28608,13883
10285,24911,4166
10286,38934,18741
10287,1686,6495
10288,15226,3589
10289,20135,12628
10290,11526,7750
10291,24268,8436
10292,20215,20347
10293,30331,13481
10294,19881,2904
10295,1244,10702
10296,2327,6224
10297,35125,9851
10298,26971,23643
10299,8846,998
10300,25509,19991
10301,13443,7157
10302,5785,9475
10303,18745,17299
10304,4287,6330
10305,24898,21001
10306,27897,4748
10307,10174,3911
10308,39611,5168
10309,3415,340
10310,32541,580
10311,23682,24554
10312,29488,15528
10313,18650,15377
10314,1728,3802
10315,10887,3749
10316,24680,15807
10317,35738,4980
10318,16883,16601
10319,36644,15512
10320,23245,4940
10321,30103,10476
10322,29675,11289
10323,13949,15306
10324,2080,1799
10325,12826,18352
10326,4733,7905
10327,25424,14402
10328,16711,15169
10329,31901,4453
10330,28019,23623
10331,9520,13080
10332,16142,1684
10333,9717,24063
10334,9773,21784
10335,25551,1107
10336,34100,15184
10337,14552,17113
10338,13786,4373
10339,16355,8770
10340,8930,6272
10341,19638,19232
10342,9050,3920
10343,10681,4314
10344,25924,8058
10345,25792,5882
10346,27591,18104
10347,3005,9498
10348,29868,2666
10349,6186,14795
10350,4569,10407
10351,32717,14348
10352,2905,18128
10353,37920,11700
10354,39026,6509
10355,15408,24671
10356,6314,5794
10357,30911,10630
10358,21474,17617
10359,4108,17739
10360,14625,13953
10361,38354,6693
10362,5596,15572
10363,10442,4982
10364,18931,20596
10365,12620,12032
10366,30149,4689
10367,33032,19140
10368,32254,7305
10369,33795,20897
10370,17111,12167
10371,38322,24807
10372,23436,17625
10373,38103,18559
10374,8824,7720
10375,8000,11634
10376,17595,17632
10377,16815,19681
10378,19613,11371
10379,30715,2003
10380,2556,12659
10381,35224,14439
10382,4988,6952
10383,20812,15306
10384,13602,6876
10385,2064,12931
10386,17452,9305
10387,5623,6172
10388,35329,18607
10389,36481,20375
10390,15619,11483
10391,15271,22731
10392,729,3062
10393,39169,14298
10394,6190,23674
10395,19753,4752
10396,23031,15615
10397,20033,20477
10398,3442,12064
10399,27985,22792
10400,5365,10017
10401,33455,20001
10402,19904,24664
10403,23520,9587
10404,17183,17578
10405,12240,4780
10406,31474,14216
10407,990,16208
10408,19165,3588
10409,29553,2151
10410,2336,11651
10411,16105,1398
10412,280,10302
10413,25219,5685
10414,12368,3291
10415,38542,7963
10416,26021,1316
10417,31037,22479
10418,23644,4543
10419,9089,5000
10420,16073,21834
10421,23459,9103
10422,7229,12566
10423,31011,19535
10424,15232,5982
10425,19592,19919
10426,1316,11939
10427,28412,4227
10428,29872,17416
10429,14499,18992
10430,35767,21345
10431,22137,18205
10432,36433,1457
10433,4032,10858
10434,18736,23623
10435,12129,10057
10436,33937,1546
10437,34678,15786
10438,27302,15971
10439,2278,11108
10440,6849,21545
10441,38691,18766
10442,23974,2390
10443,22687,21218
10444,17967,2211
10445,32910,3931
10446,17537,17605
10447,25388,2141
10448,8456,13300
10449,21061,18995
10450,17056,10480
10451,29230,15425
10452,22388,2151
10453,25468,11187
10454,38232,8142
10455,3252,6533
10456,29122,11435
10457,5817,12664
10458,5445,19911
10459,9164,15945
10460,19999,20312
10461,9538,8960
10462,6878,17451
10463,24451,23290
10464,21944,539
10465,8118,16660
10466,24340,20192
10467,34960,5750
10468,11985,16989
10469,26057,1710
10470,8727,13216
10471,33287,3509
10472,25523,18829
10473,859,23476
10474,28519,4086
10475,25002,21119
10476,35088,20381
10477,23784,22878
10478,4601,9389
10479,15675,14211
10480,7794,11699
10481,27149,14954
10482,10004,21107
10483,11885,12905
10484,24136,17377
10485,25524,23797
10486,34926,15225
10487,12160,5299
10488,36816,4435
10489,38809,11582
10490,24226,4687
10491,11930,17232
10492,30541,5179
10493,27374,570
10494,7405,12907
10495,3364,5330
10496,26773,7961
10497,37143,2290
10498,10938,23750
10499,14705,9501
10500,10087,1236
10501,37991,7521
10502,31707,17119
10503,26242,24087
10504,33708,21587
10505,28945,12439
10506,3686,18775
10507,4755,24935
10508,16291,10848
10509,2342,8390
10510,32003,3242
10511,39398,10756
10512,31041,12420
10513,6457,7827
10514,10239,14867
10515,9702,15538
10516,1166,334
10517,25271,3700
10518,22737,9588
10519,27389,11548
10520,15307,8743
10521,26927,10331
10522,19596,7557
10523,59,17964
10524,7145,8160
10525,32192,10925
10526,21849,524
10527,24699,18506
10528,4920,11944
10529,36927,10571
10530,7607,15409
10531,12370,22447
10532,643,1479
10533,663,8790
10534,5980,19566
10535,2243,3900
10536,3274,5477
10537,36838,5842
10538,26872,2459
10539,18814,14142
10540,5793,23206
10541,17012,9450
10542,34181,23427
10543,27890,928
10544,7396,21847
10545,20474,2458
10546,24581,20888
10547,9787,10285
10548,12058,23900
10549,24644,20669
10550,137,1729
10551,11828,9236
10552,37440,5141
10553,28869,8291
10554,16455,1053
10555,34287,11749
10556,9968,375
10557,8833,14348
10558,2735,273
10559,26307,9469
10560,10760,23839
10561,12924,24824
10562,23142,15195
10563,20891,13420
10564,30047,9979
10565,28872,3463
10566,18951,121
10567,37283,9282
10568,30769,24749
10569,12099,9802
10570,32505,14173
10571,36160,14558
10572,25667,19335
10573,27010,7397
10574,32696,4427
10575,4791,17649
10576,35868,15330
10577,33475,21
10578,6688,9566
10579,31661,6062
10580,23130,21562
10581,16877,1806
10582,19668,21279
10583,17984,17493
10584,25563,18147
10585,35238,12418
10586,18981,1802
10587,5361,415
10588,19294,12297
10589,37023,18504
10590,33440,1047
10591,23604,14363
10592,23761,24851
10593,33536,8390
10594,31971,17800
10595,1472,21356
10596,9029,7042
10597,9792,7494
10598,11539,7759
10599,7889,10731
10600,18579,17501
10601,6423,16564
10602,10015,5425
10603,17808,3951
10604,9715,12760
10605,26669,20433
10606,34414,9445
10607,9035,7772
10608,6168,6920
10609,35180,1950
10610,26242,6346
10611,29061,12689
10612,7324,19681
10613,39022,16560
10614,30951,23902
10615,32885,8098
10616,13883,10168
10617,34533,20424
10618,22318,21708
10619,6697,16581
10620,33201,10063
10621,38981,21610
10622,20050,574
10623,17286,14862
10624,21612,14529
10625,18112,8525
10626,34552,10517
10627,13836,8368
10628,28845,23086
10629,39580,9974
10630,319,23582
10631,35613,18790
10632,11588,17188
10633,19324,20122
10634,15800,11113
10635,1151,9784
10636,35848,10891
10637,32326,19985
10638,35622,2073
10639,18204,18848
10640,34494,22421
10641,33396,15745
10642,8835,22814
10643,34007,14519
10644,37335,6003
10645,33130,14640
10646,19210,12241
10647,27767,5394
10648,39082,8435
10649,29598,20452
10650,26504,9319
10651,28677,19117
10652,22021,13269
10653,7851,4188
10654,25429,14563
10655,35093,2633
10656,29593,6300
10657,20058,23467
10658,25091,17245
10659,5084,14413
10660,16347,2331
10661,16588,23610
10662,19332,22098
10663,7819,6219
10664,15764,23073
10665,5132,11702
10666,10354,18019
10667,39809,17413
10668,36495,16145
10669,22747,11064
10670,34664,13894
10671,14390,3676
10672,39114,21196
10673,7452,24729
10674,13883,23082
10675,15553,22868
10676,13248,21187
10677,34061,19211
10678,34933,816
10679,32293,20259
10680,36429,19225
10681,25251,19427
10682,23701,8466
10683,17557,18421
10684,11324,937
10685,27670,2413
10686,25959,7965
10687,34368,8069
10688,23267,7332
10689,23475,22236
10690,1457,325
10691,21657,6180
10692,17223,19712
10693,8093,21562
10694,16511,9331
10695,2599,13938
10696,15775,16508
10697,35449,12828
10698,36095,5783
10699,32227,9575
10700,37892,20956
10701,2581,16838
10702,26698,12868
10703,35504,883
10704,23584,19631
10705,6880,10845
10706,17917,991
10707,35048,5993
10708,18958,13982
10709,23925,13526
10710,35126,4428
10711,17304,2233
10712,19774,13238
10713,2739,14084
10714,22352,1033
10715,10149,11501
10716,31172,21473
10717,15333,9935
10718,4346,10589
10719,7808,19176
10720,11405,23217
10721,36531,5326
10722,37486,20806
10723,15490,6399
10724,22584,20527
10725,22406,2881
10726,374,7389
10727,762,3968
10728,31664,22220
10729,33296,1615
10730,30371,3840
10731,21864,20356
10732,14621,10514
10733,39237,6249
10734,31703,12123
10735,3540,789
10736,38115,8392
10737,16340,11801
10738,10235,2335
10739,39633,15538
10740,17407,12083
10741,15696,23491
10742,4152,3447
10743,17428,10703
10744,29412,129
10745,10416,3328
10746,25035,16182
10747,4520,19569
10748,29216,14341
10749,9887,20897
10750,26181,5560
10751,9508,13728
10752,27639,14849
10753,8556,14620
10754,4823,13802
10755,8485,18794
10756,24175,3268
10757,19251,18090
10758,18909,21582
10759,4991,7039
10760,4397,20940
10761,31172,19730
10762,29737,16892
10763,8989,20962
10764,7131,20257
10765,13826,6511
10766,34244,7668
10767,9820,20458
10768,26347,6876
10769,13718,13567
10770,18641,23924
10771,674,13268
10772,31682,10903
10773,7364,16914
10774,13150,1302
10775,23305,7801
10776,39171,14133
10777,28841,9178
10778,1008,14804
10779,31018,2222
10780,33223,19862
10781,32423,10131
10782,28150,4110
10783,19064,11285
10784,4281,501
10785,1751,18515
10786,3504,4104
10787,15246,21562
10788,23736,21485
10789,4521,7555
10790,8553,3215
10791,34982,16381
10792,32260,12013
10793,9173,7188
10794,6485,4653
10795,20183,2419
10796,39736,12786
10797,14552,18664
10798,20516,18835
10799,19337,3255
10800,21234,4404
10801,22731,22308
10802,9482,13354
10803,28971,7539
10804,30373,9928
10805,23215,1336
10806,4505,6040
10807,25483,768
10808,31970,23110
10809,26160,3176
10810,5519,14152
10811,16692,3297
10812,31724,4469
10813,19625,13263
10814,30409,19992
10815,25873,17849
10816,15076,1937
10817,6272,7369
10818,31873,9296
10819,12823,4076
10820,37367,23812
10821,37607,7063
10822,38723,5809
10823,27726,154
10824,18815,17731
10825,6380,7719
10826,17933,23507
10827,18215,13602
10828,8240,11059
10829,36,10645
10830,3666,10352
10831,22637,21408
10832,18358,15012
10833,27687,1939
10834,27837,23223
10835,4870,18695
10836,16828,1785
10837,6622,13731
10838,39083,23910
10839,18845,15500
10840,362,18340
10841,18500,13002
10842,21484,1831
10843,14853,3488
10844,2630,11937
10845,31262,22086
10846,28765,11829
10847,5531,12156
10848,30689,4586
10849,17015,5250
10850,34952,5436
10851,14098,3584
10852,13120,4412
10853,38756,9236
10854,12153,21972
10855,14040,8701
10856,12453,15833
10857,13746,8071
10858,31904,12718
10859,22343,15859
10860,6935,6395
10861,4888,21010
10862,14835,6023
10863,26983,12684
10864,562,22157
10865,3561,15958
10866,23102,4735
10867,13171,14217
10868,24362,18274
10869,30105,2014
10870,11847,22710
10871,12168,21233
10872,15208,13378
10873,36468,15558
10874,19166,16912
10875,12416,10824
10876,27514,7762
10877,24164,17925
10878,28194,18217
10879,11346,2041
10880,24196,12406
10881,5515,9957
10882,26701,2235
10883,22024,10666
10884,26231,15060
10885,35511,19250
10886,27390,9236
10887,32537,1542
10888,24796,129
10889,32239,2768
10890,34559,7534
10891,27632,2591
10892,5767,7756
10893,30705,20654
10894,10989,22199
