id,titulo,genero,artista_id
11521,Card help true,Electronic,7226
11522,Involve wide,Pop,16594
11523,Significant our vote,Hip-Hop,18237
11524,Movement also trouble,Hip-Hop,5656
11525,Two specific movement,Electronic,13380
11526,Full improve,Jazz,2798
11527,Operation early learn,Pop,10212
11528,Serve project,Jazz,11843
11529,Us about,Pop,1665
11530,Policy,Pop,553
11531,Half still federal,Jazz,10763
11532,Treat score,Hip-Hop,9182
11533,Involve five for,Electronic,12908
11534,Year,Jazz,368
11535,More off voice,Rock,5081
11536,Significant series agency,Pop,17356
11537,Sport,Jazz,2777
11538,Become news,Jazz,17885
11539,Be performance culture,Hip-Hop,9204
11540,Bring bag,Electronic,6246
11541,Movie their,Pop,18597
11542,Assume show relationship,Jazz,847
11543,So,Hip-Hop,16341
11544,Assume office something nothing,Hip-Hop,15137
11545,Early energy shoulder,Jazz,18308
11546,When maybe,Jazz,8276
11547,Decade not board bill,Rock,17881
11548,Finish answer,Pop,10212
11549,Program mention sometimes,Electronic,3439
11550,Study peace career,Rock,16646
11551,Employee only concern,Pop,18551
11552,Baby table,Jazz,4541
11553,Traditional real officer,Rock,5289
11554,Serious together accept two,Electronic,16793
11555,Time yeah car,Rock,19254
11556,Her way,Pop,500
11557,Guess not,Electronic,16845
11558,Teacher party,Jazz,9628
11559,Blue list see,Jazz,4647
11560,Story,Electronic,8713
11561,But point maybe,Jazz,11319
11562,Under number,Pop,8404
11563,Have political,Pop,2615
11564,Chair central,Pop,8495
11565,Such dog,Jazz,8423
11566,Edge young,Rock,1233
11567,Brother however,Jazz,7702
11568,Meeting someone kid,Hip-Hop,6576
11569,Relationship least,Rock,839
11570,You project,Jazz,14146
11571,Beautiful pay,Electronic,4673
11572,Way style,Pop,8569
11573,Certainly much,Jazz,13512
11574,Pass beat analysis,Hip-Hop,12649
11575,Garden compare particularly,Jazz,11043
11576,Tv tend,Rock,5476
11577,She pretty report send,Pop,4579
11578,Boy its time,Jazz,12434
11579,Military think,Jazz,16483
11580,Science ok that,Jazz,19746
11581,Step,Jazz,13577
11582,Free chair parent,Rock,14195
11583,Good address,Pop,5832
11584,Bed ability score,Rock,15963
11585,Should tax not,Rock,4708
11586,Director region face,Hip-Hop,15849
11587,Contain country,Hip-Hop,16739
11588,Eye camera,Rock,18784
11589,Have education although outside,Pop,14171
11590,On we audience,Rock,16781
11591,Kitchen nor unit,Hip-Hop,5902
11592,Staff strategy section,Electronic,11095
11593,We court around,Hip-Hop,8036
11594,Special night,Rock,1427
11595,Plant success,Rock,6323
11596,Series paper,Rock,11035
11597,Democrat around our,Jazz,6089
11598,But citizen effort,Hip-Hop,17103
11599,Begin safe,Rock,4590
11600,Nice shoulder,Hip-Hop,5962
11601,Civil central owner,Electronic,13805
11602,Partner outside step participant,Rock,8110
11603,High over,Jazz,11354
11604,Drive fight open,Pop,15366
11605,Experience likely though outside,Jazz,8815
11606,Parent place,Electronic,3347
11607,Mouth movie bed second,Pop,11300
11608,Born computer practice,Pop,18822
11609,Today later during,Hip-Hop,3047
11610,Guess finally own everyone,Electronic,1145
11611,Scene account those,Hip-Hop,17612
11612,Outside event,Jazz,6441
11613,Science stay,Hip-Hop,16
11614,Second born human,Pop,14028
11615,Trip reveal activity,Jazz,2134
11616,Prevent quickly well,Hip-Hop,3802
11617,Effort trial front,Electronic,3814
11618,Top allow keep,Jazz,3146
11619,Level early process,Rock,5247
11620,Doctor truth technology,Rock,19343
11621,Republican new sit,Hip-Hop,1954
11622,Field write,Rock,14437
11623,Suddenly industry then,Rock,942
11624,Poor,Jazz,4660
11625,Go lead environment suggest,Hip-Hop,18886
11626,Hit,Rock,6097
11627,Move social they,Pop,7431
11628,Leader enter,Jazz,9401
11629,Open minute writer,Electronic,8020
11630,Evidence bar perform,Pop,8448
11631,Under for,Hip-Hop,3338
11632,Camera discover,Hip-Hop,13554
11633,Chance traditional simple,Electronic,17557
11634,With than production,Hip-Hop,9872
11635,Believe star magazine,Hip-Hop,6652
11636,Yeah shoulder he,Hip-Hop,5617
11637,Approach good reveal,Rock,17329
11638,Cause type seat,Hip-Hop,14620
11639,Once economic,Electronic,1569
11640,Run star body,Electronic,7015
11641,Ground skin high,Electronic,19348
11642,Culture player dog after,Hip-Hop,7795
11643,Oil administration training,Hip-Hop,19322
11644,Nor wall knowledge human,Hip-Hop,8964
11645,A size various,Jazz,13796
11646,Test sea themselves half,Jazz,15606
11647,Party,Jazz,4139
11648,Group far measure,Rock,13247
11649,Still resource,Rock,17013
11650,Remember car culture,Jazz,18343
11651,Our recently nature fact,Electronic,19689
11652,Receive worry father business,Jazz,15991
11653,Section listen,Jazz,3746
11654,Since him from,Hip-Hop,14535
11655,Relate name,Rock,11191
11656,Strong yard,Jazz,7716
11657,For top admit again,Hip-Hop,14416
11658,Buy trial,Pop,16417
11659,Situation seem inside,Hip-Hop,19202
11660,Foreign guess,Pop,11680
11661,Husband wonder ability age,Pop,16611
11662,Decide score member,Jazz,18334
11663,Son none loss,Electronic,18124
11664,Truth middle model,Rock,3522
11665,Republican once,Rock,10680
11666,Station top,Jazz,238
11667,Real nature exist cell,Electronic,4107
11668,In,Pop,5016
11669,Politics during hospital,Electronic,4877
11670,Person give,Hip-Hop,1468
11671,Avoid each need,Pop,12852
11672,Include minute,Hip-Hop,10706
11673,Thing election economic,Jazz,7779
11674,Meeting sing Mrs,Electronic,19966
11675,Turn away party,Rock,10000
11676,Example town apply,Hip-Hop,10191
11677,His soldier program,Pop,13444
11678,Everyone option,Hip-Hop,11594
11679,Draw road,Hip-Hop,7347
11680,Theory push,Electronic,9116
11681,Financial old important,Rock,6354
11682,Cup floor,Electronic,15632
11683,Woman resource offer,Jazz,9303
11684,Another worry outside,Jazz,11172
11685,Structure too adult,Pop,19325
11686,Some series forget,Pop,19903
11687,Above thank,Rock,14444
11688,Show role simply pull,Jazz,18821
11689,Street stop establish,Electronic,11734
11690,Security computer medical,Electronic,170
11691,Better which,Hip-Hop,13834
11692,Yet say,Pop,14184
11693,Information cold,Rock,14754
11694,Travel energy,Pop,8059
11695,Rise fish expect,Hip-Hop,192
11696,Side short,Electronic,2060
11697,Than entire,Pop,8853
11698,Think we guess,Jazz,7548
11699,Range space,Electronic,3604
11700,Road beat music toward,Hip-Hop,19578
11701,Summer court just,Hip-Hop,18182
11702,Parent more high,Rock,10313
11703,Industry weight pretty,Hip-Hop,10373
11704,Language Mrs,Jazz,2416
11705,Assume skill approach interesting,Hip-Hop,11464
11706,Deal develop now deal,Rock,14615
11707,Hold southern movie,Pop,6757
11708,Painting size,Jazz,14283
11709,Heavy significant,Jazz,15710
11710,Cell concern determine,Pop,12677
11711,Bed because,Hip-Hop,19537
11712,Firm fight property production,Pop,15798
11713,Let sea center,Rock,5356
11714,Five,Jazz,12406
11715,Mean moment,Hip-Hop,16423
11716,Here attack method natural,Electronic,12840
11717,Look,Rock,5631
11718,Most easy almost,Hip-Hop,5742
11719,Arm TV,Hip-Hop,7983
11720,Community,Pop,12481
11721,Evidence board,Hip-Hop,9441
11722,Compare low,Electronic,3687
11723,Least central,Hip-Hop,13673
11724,Here well,Pop,5158
11725,Through eat,Hip-Hop,11730
11726,Create along,Jazz,11903
11727,Become,Pop,15786
11728,Own first since,Rock,8423
11729,Lawyer feel four,Jazz,3235
11730,Debate customer view,Electronic,6686
11731,Star course,Pop,1787
11732,Former can herself,Jazz,11824
11733,Approach bill,Jazz,2071
11734,Because attorney,Pop,4015
11735,Oil truth,Electronic,10520
11736,Fish begin dark represent,Rock,4647
11737,Prove something meet,Rock,17415
11738,Discuss consumer well,Pop,19812
11739,Girl effort,Hip-Hop,8993
11740,Born care almost,Jazz,5171
11741,Talk until change,Electronic,8007
11742,Movie region,Jazz,19675
11743,Ability,Hip-Hop,7215
11744,Center finish third,Electronic,13633
11745,Pay push hope,Jazz,10960
11746,Message billion as,Pop,6169
11747,Choice thank,Hip-Hop,3885
11748,Decade character,Jazz,791
11749,Fine cost,Jazz,14425
11750,Age television watch,Pop,16538
11751,Move short administration,Hip-Hop,16206
11752,Offer myself,Pop,283
11753,Hope skin,Pop,7715
11754,Draw here program,Rock,10154
11755,At how,Pop,2194
11756,Wall far particularly,Electronic,3060
11757,You,Pop,12964
11758,Finish there,Hip-Hop,17656
11759,Gas movement,Jazz,18796
11760,However own no,Electronic,17662
11761,Low upon message,Rock,345
11762,Model outside even,Jazz,13020
11763,Remain,Pop,13496
11764,Travel law alone,Jazz,2025
11765,Week prepare,Hip-Hop,3432
11766,Maintain term,Pop,5083
11767,Particular well near,Jazz,11159
11768,None simply,Pop,15943
11769,Adult able,Hip-Hop,4306
11770,Direction apply popular,Hip-Hop,14035
11771,Wrong onto six,Electronic,12875
11772,Job the soon understand,Pop,3953
11773,None least,Jazz,9406
11774,Really table,Hip-Hop,9108
11775,Power thing,Electronic,12788
11776,Thank discuss,Rock,5581
11777,Technology large identify,Jazz,15707
11778,Particularly single public,Pop,7126
11779,Same career of production,Rock,1293
11780,Help begin,Hip-Hop,11938
11781,Consider according federal,Electronic,3942
11782,Painting their indeed international,Hip-Hop,15920
11783,Manager law,Hip-Hop,8369
11784,Along daughter player hold,Hip-Hop,17821
11785,Catch cup,Electronic,5041
11786,Rise the,Hip-Hop,3878
11787,Decision late,Electronic,7086
11788,Ok within establish figure,Hip-Hop,19175
11789,Deal,Jazz,9719
11790,Pay manager,Rock,11069
11791,Away scene student design,Jazz,13955
11792,Man and game,Rock,15329
11793,Action particularly,Jazz,13311
11794,Nor,Hip-Hop,17861
11795,Move word,Hip-Hop,18319
11796,Ten forget,Electronic,13836
11797,Even store,Hip-Hop,18605
11798,Return modern,Rock,7661
11799,Strong lawyer,Jazz,11247
11800,Effect ever indicate,Rock,799
11801,Late poor,Rock,11024
11802,Color unit anyone wrong,Pop,12774
11803,Deal meet,Rock,1426
11804,Dinner food,Electronic,10520
11805,Would call consider,Hip-Hop,17507
11806,Method despite reach,Electronic,4415
11807,Mission listen,Pop,6619
11808,Fact world he,Pop,7057
11809,Wonder girl trip car,Pop,8686
11810,Allow next bag,Hip-Hop,18868
11811,Analysis feeling nearly,Pop,8839
11812,Quite now,Rock,19645
11813,Hot accept race,Jazz,285
11814,Training care year,Rock,14941
11815,Pretty past everything,Jazz,17827
11816,Analysis,Hip-Hop,14494
11817,Food half,Pop,3684
11818,Game support enjoy,Rock,8731
11819,Job,Electronic,14174
11820,Movie away whole,Hip-Hop,13406
11821,Prevent describe about,Hip-Hop,15676
11822,Pressure establish early,Rock,18284
11823,Tell fight possible,Jazz,13208
11824,Adult air the,Rock,18156
11825,Note although clearly,Hip-Hop,8558
11826,Approach prepare,Hip-Hop,190
11827,Actually doctor eat,Electronic,5238
11828,Citizen again,Pop,11601
11829,Personal lead side,Jazz,881
11830,Relationship,Electronic,13019
11831,Class employee,Jazz,9080
11832,Figure from,Pop,10845
11833,Study natural,Hip-Hop,14573
11834,Respond simply,Rock,6469
11835,Like often,Pop,19976
11836,Assume man,Electronic,19254
11837,Modern decide,Jazz,9521
11838,Movement Mr very,Pop,5023
11839,Style against,Jazz,18669
11840,Effort number claim,Rock,12726
11841,Imagine,Pop,16295
11842,Everyone watch,Rock,13801
11843,Indicate stay rather study,Electronic,1652
11844,New common,Jazz,13894
11845,Last guess out,Electronic,13882
11846,Ground total,Pop,12350
11847,Allow,Pop,5209
11848,Score glass bed,Jazz,3228
11849,Film image small,Hip-Hop,4084
11850,City seat might,Electronic,18720
11851,Hot fly operation,Rock,15962
11852,Fight sell support,Pop,11562
11853,Outside accept boy,Electronic,16585
11854,High,Rock,8354
11855,Ground under,Jazz,1941
11856,That strong,Pop,1659
11857,Mother become,Hip-Hop,16033
11858,Between event audience,Rock,17229
11859,Hold lot away,Electronic,4903
11860,Develop even drop,Jazz,2879
11861,Deal own consider,Rock,7437
11862,So outside want,Rock,19438
11863,Road guess,Hip-Hop,9327
11864,Allow sing,Pop,2616
11865,Here,Pop,17974
11866,Wait woman trial,Rock,12131
11867,Feeling deep away,Jazz,1925
11868,Shake recent either,Electronic,15776
11869,Agency scientist former,Hip-Hop,7308
11870,Just with employee,Pop,12936
11871,Most laugh candidate door,Hip-Hop,18333
11872,Phone interest,Hip-Hop,6191
11873,Book,Pop,11540
11874,More work current,Jazz,14134
11875,Thing government they every,Hip-Hop,11324
11876,Feeling effect,Pop,17416
11877,Miss,Jazz,15855
11878,Executive shoulder,Hip-Hop,13557
11879,Since go,Electronic,1844
11880,Also need particular,Jazz,3903
11881,Book ten,Hip-Hop,2719
11882,Same ability part,Hip-Hop,1330
11883,Perform control administration,Jazz,19350
11884,Baby civil,Jazz,4375
11885,Suggest perform,Electronic,16594
11886,Dark,Hip-Hop,19513
11887,Hope,Jazz,8189
11888,Red instead,Jazz,18771
11889,Ago from knowledge,Rock,17966
11890,Look performance discover,Hip-Hop,11991
11891,Republican,Hip-Hop,11069
11892,Against probably rule,Rock,16325
11893,Example camera,Electronic,10102
11894,Hair hand around,Electronic,2338
11895,College business defense,Pop,4637
11896,Answer population wear,Rock,15345
11897,Quickly represent,Pop,6524
11898,Mission he,Electronic,6003
11899,Present,Rock,8089
11900,Dark single home let,Hip-Hop,15524
11901,Treat sport third ever,Electronic,9619
11902,History property,Jazz,11878
11903,Sit debate computer,Pop,17771
11904,Value your ever,Jazz,18050
11905,Social bank,Hip-Hop,14620
11906,Commercial successful,Pop,19504
11907,Cell you I,Pop,1125
11908,Issue represent,Pop,7437
11909,Daughter phone,Electronic,496
11910,According goal ability,Rock,11489
11911,Bring city which world,Jazz,19548
11912,Choose true section short,Electronic,4719
11913,Nation environmental wear,Jazz,16192
11914,Force data generation,Rock,1825
11915,Risk southern,Pop,17562
11916,Reach course,Jazz,15243
11917,Employee kitchen case,Jazz,2946
11918,I nearly hour,Electronic,13376
11919,Though property star,Pop,8803
11920,Safe discuss,Electronic,14139
11921,Analysis structure media,Pop,6727
11922,View gas budget,Hip-Hop,14899
11923,Mission half their,Rock,487
11924,Part gun,Electronic,14501
11925,Region kid everybody,Hip-Hop,1343
11926,Memory family group,Jazz,17496
11927,Training sea growth,Hip-Hop,10082
11928,Short someone,Rock,3211
11929,Note debate,Pop,13037
11930,Truth true treat born,Hip-Hop,6017
11931,Toward participant age,Hip-Hop,9568
11932,Back voice commercial admit,Pop,3298
11933,Evidence picture together others,Pop,5223
11934,Feeling account indeed,Hip-Hop,19473
11935,East cover property,Pop,2910
11936,Idea answer,Jazz,10795
11937,Final green,Rock,10525
11938,Laugh man save wind,Pop,1717
11939,Sort executive,Jazz,591
11940,Through always candidate special,Pop,17115
11941,Must,Hip-Hop,18004
11942,Poor its question,Rock,2663
11943,Work government last,Electronic,10297
11944,Win good,Rock,11062
11945,Think while,Rock,19350
11946,Water large,Electronic,429
11947,Plan remember bar,Jazz,14297
11948,Policy garden,Jazz,8480
11949,Chair,Jazz,17317
11950,Plant such determine,Rock,1995
11951,Draw skill,Jazz,9815
11952,Both wall,Electronic,8349
11953,Power provide,Jazz,14066
11954,Marriage environmental,Jazz,16206
11955,Kid give,Hip-Hop,19337
11956,Support top some east,Jazz,13786
11957,Exactly wife,Electronic,19615
11958,Add,Hip-Hop,1549
11959,Range long community,Hip-Hop,6027
11960,Throw serious every,Hip-Hop,17406
11961,Church often,Electronic,4909
11962,Away strategy,Rock,7064
11963,Father hospital environment cover,Electronic,1904
11964,Represent than,Hip-Hop,17668
11965,Understand he quite,Rock,6239
11966,Control that security store,Pop,16033
11967,Report policy chair,Pop,11773
11968,Career cold,Electronic,10229
11969,Trip majority,Pop,17
11970,Race prove much,Jazz,2685
11971,Energy information admit,Jazz,11768
11972,Down difficult cultural,Pop,3916
11973,Particularly someone,Rock,12330
11974,Everything outside,Rock,12805
11975,Ability picture report,Jazz,10835
11976,Large exist,Jazz,15695
11977,Lead herself,Rock,7735
11978,Trouble meet,Pop,500
11979,Tell cold,Electronic,19381
11980,Move firm off,Jazz,17636
11981,May act similar,Pop,3434
11982,Rate,Pop,11809
11983,Remember light,Electronic,15289
11984,Professional charge,Rock,3020
11985,It turn hospital,Hip-Hop,4561
11986,Letter talk moment leader,Electronic,3011
11987,Again,Jazz,14670
11988,Drive tonight what,Electronic,5556
11989,Nearly personal herself,Jazz,7911
11990,Sing animal probably,Jazz,19321
11991,Situation,Jazz,16879
11992,Democratic wrong expert,Pop,3808
11993,Hand information cut,Rock,5196
11994,Investment life,Hip-Hop,18511
11995,Stage nature for,Rock,9250
11996,Dream economic,Pop,3042
11997,Game nothing first,Pop,11318
11998,Customer investment benefit,Pop,14630
11999,Send their,Pop,13705
12000,Page,Rock,6804
12001,Well need,Electronic,12223
12002,Near history,Electronic,2877
12003,Law,Jazz,17613
12004,Million likely section,Hip-Hop,2184
12005,Pretty,Hip-Hop,18271
12006,Begin hour,Electronic,18589
12007,South tend,Electronic,11500
12008,Machine recognize,Jazz,18658
12009,Run go,Electronic,10354
12010,Significant why suffer,Electronic,9133
12011,Size history,Electronic,17406
12012,Role crime,Electronic,3018
12013,Response summer,Hip-Hop,13697
12014,Air room,Hip-Hop,1000
12015,Source without,Electronic,3717
12016,Theory decision,Electronic,14191
12017,History few,Electronic,19488
12018,Always why,Electronic,13046
12019,Light culture although,Jazz,19535
12020,Young positive,Jazz,11919
12021,Cut general girl,Electronic,8572
12022,Issue class,Electronic,17284
12023,Always paper tend,Rock,17981
12024,Same land,Rock,1424
12025,Along drive our,Electronic,16190
12026,Trial nice,Jazz,6567
12027,Second president,Rock,6945
12028,Performance agreement,Jazz,13412
12029,Door mouth,Electronic,7357
12030,Role information,Jazz,9742
12031,Structure television song,Rock,6882
12032,Summer power use,Jazz,18645
12033,Course glass policy,Jazz,1772
12034,Home discuss region human,Rock,10193
12035,Whom prevent board,Electronic,14168
12036,Reveal any while,Pop,10363
12037,Company,Pop,15309
12038,Business record why happen,Jazz,6686
12039,Film,Electronic,5632
12040,Require,Hip-Hop,15783
12041,Production born approach,Hip-Hop,8221
12042,Fish she body,Hip-Hop,16165
12043,Act everybody parent,Jazz,8515
12044,Sister major century,Hip-Hop,15600
12045,Against wide,Hip-Hop,8162
12046,State score anything go,Electronic,12983
12047,Man bad,Jazz,14694
12048,Product sometimes,Jazz,1729
12049,Morning together,Hip-Hop,986
12050,Fact bit admit,Hip-Hop,15170
12051,Clearly join Republican care,Hip-Hop,3713
12052,Imagine word lawyer,Pop,8129
12053,Quite take,Jazz,17560
12054,Number yes,Rock,3389
12055,Everyone another,Pop,11044
12056,Drive full about,Electronic,8774
12057,Four will during never,Pop,9726
12058,Experience help,Rock,7255
12059,Politics can,Hip-Hop,7860
12060,But return,Rock,5348
12061,Sell father,Jazz,4287
12062,Before affect,Hip-Hop,1701
12063,Per cause remain,Electronic,683
12064,Break mouth,Hip-Hop,1039
12065,Start fall future,Jazz,7184
12066,Party range,Jazz,15807
12067,Deal everything through,Jazz,3518
12068,Remain hour serious visit,Electronic,5107
12069,Arrive turn,Jazz,18932
12070,Young life,Electronic,13112
12071,So home,Jazz,453
12072,Raise most,Electronic,15836
12073,Receive while collection,Jazz,15724
12074,Name sort,Hip-Hop,1270
12075,Focus listen own last,Hip-Hop,1467
12076,Without tough others seat,Hip-Hop,5415
12077,Take center in,Pop,2588
12078,Strategy imagine,Jazz,18768
12079,Camera prevent agreement,Hip-Hop,5553
12080,Congress large food true,Hip-Hop,4570
12081,Upon beyond,Rock,11868
12082,Society left provide,Electronic,7725
12083,Believe box next,Hip-Hop,2356
12084,Yourself produce consumer,Jazz,7873
12085,Always,Pop,19123
12086,Respond open teach,Hip-Hop,11896
12087,Door after television,Rock,16559
12088,Machine our citizen,Jazz,11044
12089,Where,Rock,17409
12090,Pick give call,Hip-Hop,1379
12091,Long find,Rock,10970
12092,Life church agree,Jazz,19850
12093,Reality board contain,Pop,17430
12094,Remember try,Rock,6892
12095,Trade,Electronic,6210
12096,Nice consumer,Rock,1397
12097,Plant commercial,Jazz,5585
12098,Lay door pattern,Rock,15884
12099,Form under magazine,Pop,5150
12100,Number cut free,Hip-Hop,665
12101,Forward half family,Rock,14740
12102,Bit arrive,Hip-Hop,11476
12103,Way do approach,Hip-Hop,9224
12104,Son technology size,Hip-Hop,7721
12105,Follow,Electronic,17758
12106,Before interview time,Jazz,19857
12107,Find and,Pop,3642
12108,When administration professor,Rock,6047
12109,Standard report,Jazz,8344
12110,Or young,Pop,1560
12111,Back stand similar,Jazz,19824
12112,Threat,Jazz,8352
12113,Data matter participant size,Jazz,5013
12114,Surface picture large system,Hip-Hop,11499
12115,Sister within stay,Electronic,4651
12116,Left reality direction,Rock,14191
12117,Lead camera,Hip-Hop,254
12118,Catch body near,Pop,6886
12119,Your week,Jazz,13612
12120,Identify look,Hip-Hop,7490
12121,Weight start state,Electronic,14159
12122,Quickly short property,Rock,15937
12123,Decision role,Pop,15785
12124,Instead eye free,Pop,19981
12125,Few he,Rock,3128
12126,Determine,Hip-Hop,19074
12127,Serve test medical character,Pop,8331
12128,Blood stay,Electronic,18099
12129,Call case war,Hip-Hop,8626
12130,Attention people when,Pop,12839
12131,Choice,Hip-Hop,6986
12132,Test cut,Pop,17557
12133,Foreign much,Electronic,18051
12134,City method,Jazz,10305
12135,Win actually score,Jazz,7254
12136,Type decade choose your,Electronic,16219
12137,In,Electronic,11064
12138,Tend minute concern,Electronic,16487
12139,Human four into,Electronic,1237
12140,Meet expect score free,Jazz,2615
12141,Wall near,Jazz,15849
12142,Hour man,Electronic,16326
12143,Culture manager determine,Hip-Hop,18834
12144,Fall until,Rock,4076
12145,Decade inside manager,Hip-Hop,7648
12146,Us affect of,Hip-Hop,11836
12147,Surface fire,Pop,5647
12148,Around,Rock,2110
12149,Mrs like,Electronic,8200
12150,Ever on walk,Electronic,3700
12151,Down exist,Rock,9445
12152,Arrive plan represent,Electronic,1164
12153,Recently factor,Hip-Hop,11717
12154,One region thank,Pop,7570
12155,Technology budget bill,Pop,16213
12156,Down medical,Jazz,15005
12157,Friend step look,Electronic,19271
12158,Position two,Hip-Hop,483
12159,Kid if,Electronic,17805
12160,Give,Rock,4836
12161,Listen though,Rock,3137
12162,Attention blue radio,Electronic,1674
12163,Recognize data human,Jazz,13607
12164,Whose wait,Rock,7556
12165,Future better,Jazz,4309
12166,Value need,Jazz,7911
12167,Without,Hip-Hop,19254
12168,Focus since opportunity,Rock,8223
12169,Yourself impact,Hip-Hop,17571
12170,Large car,Pop,12814
12171,Pay course something,Hip-Hop,19732
12172,Option rest difficult,Pop,13690
12173,Shoulder positive,Pop,6080
12174,Economic,Electronic,1741
12175,Chance last likely,Pop,15957
12176,Hotel,Rock,8926
12177,Tv member,Pop,15123
12178,Simply under environmental,Jazz,13147
12179,Tough recent campaign,Rock,9271
12180,Short customer game,Electronic,2074
12181,Her various,Pop,16651
12182,Beat response manage,Pop,3475
12183,Far sure hospital,Pop,5922
12184,Detail discuss pick,Jazz,12686
12185,Everybody,Jazz,11520
12186,Child five rather,Jazz,13897
12187,Course go,Hip-Hop,5198
12188,Best,Rock,1326
12189,About personal across,Rock,18788
12190,Green nor write,Rock,13266
12191,Bag vote these,Electronic,1468
12192,Lose his whole,Rock,2807
12193,Similar body,Jazz,757
12194,My want along,Pop,7712
12195,Play language dark,Electronic,4724
12196,Card,Rock,19795
12197,Significant yard be red,Pop,7223
12198,Tell group form,Jazz,5751
12199,Hospital yard party,Hip-Hop,11317
12200,Large add into,Pop,9069
12201,Important say quickly page,Pop,11093
12202,Left discover PM,Rock,1887
12203,Finally often degree about,Electronic,15936
12204,Democratic manager,Rock,18824
12205,Of whose think,Rock,5158
12206,Together level politics,Hip-Hop,8216
12207,Technology nearly,Hip-Hop,1413
12208,Ahead happen price,Rock,19652
12209,Which half difference,Rock,7296
12210,It beyond,Electronic,3948
12211,Church middle,Pop,12465
12212,Treatment its future investment,Electronic,7026
12213,Marriage story,Jazz,18476
12214,Stay president executive,Hip-Hop,19919
12215,Fly probably,Jazz,11911
12216,Pretty research share,Jazz,3937
12217,Stage agreement,Electronic,4767
12218,Meeting computer similar,Jazz,19233
12219,Accept interview building,Rock,10357
12220,Occur wrong race,Jazz,18659
12221,Although Mr,Rock,5179
12222,Painting summer color,Rock,1022
12223,Every peace,Jazz,6002
12224,Season Mrs bank,Hip-Hop,7794
12225,Pm cause,Pop,17636
12226,Media issue,Pop,10599
12227,Nothing purpose,Pop,1171
12228,Find thing such,Electronic,10585
12229,Plant few sort,Jazz,12108
12230,Everybody letter,Jazz,7355
12231,Whom remain actually,Hip-Hop,4585
12232,Free respond,Jazz,16176
12233,Special term local,Jazz,18426
12234,Low time,Rock,6550
12235,Four evidence,Hip-Hop,11612
12236,Here apply financial evidence,Rock,14593
12237,Visit lose,Rock,6955
12238,Attack discussion,Jazz,7311
12239,Drive floor reach,Pop,1906
12240,Suggest,Rock,14848
12241,Serious memory protect,Electronic,14665
12242,Stop race bit,Rock,11036
12243,Eight course air,Pop,6097
12244,Particular should,Rock,18788
12245,Use church,Hip-Hop,7567
12246,Similar name of,Pop,6732
12247,Less threat,Pop,1556
12248,Travel fast,Electronic,12422
12249,Daughter wife,Jazz,3637
12250,Page daughter thus,Electronic,7919
12251,Today dinner hope,Hip-Hop,10881
12252,Feel field modern,Electronic,18781
12253,Song,Hip-Hop,14188
12254,Information,Pop,3580
12255,Visit spring point,Jazz,3333
12256,On likely national,Electronic,17530
12257,Concern raise,Jazz,151
12258,Look agreement,Pop,13352
12259,Develop kitchen special discussion,Jazz,2714
12260,Interview hair shake,Rock,3439
12261,Institution hotel,Hip-Hop,4244
12262,Building value,Jazz,3171
12263,Stock to,Pop,9412
12264,Poor head,Jazz,2020
12265,Hold hair second,Hip-Hop,4897
12266,Responsibility quality eye,Jazz,7930
12267,Control,Rock,15334
12268,Tv plant development,Jazz,234
12269,Them do exist,Pop,11988
12270,Movie pass yeah light,Hip-Hop,931
12271,Perhaps,Hip-Hop,12157
12272,Million expert,Electronic,16982
12273,Indicate join,Pop,6387
12274,School people bar,Jazz,12791
12275,Machine garden top question,Electronic,13169
12276,Too strong serious,Electronic,19976
12277,Today job walk but,Pop,14582
12278,Author address national,Electronic,18890
12279,Record already,Hip-Hop,7647
12280,Dark really ask,Pop,15829
12281,Chair policy worry,Electronic,14618
12282,Analysis indicate,Rock,16116
12283,Buy student process,Electronic,1506
12284,Without require,Rock,10899
12285,Training tough,Rock,398
12286,Both economy,Hip-Hop,3619
12287,Car fear once,Rock,13716
12288,Song deal,Hip-Hop,18646
12289,Responsibility business teacher,Electronic,11137
12290,Choose mean,Electronic,14760
12291,When conference,Pop,8663
12292,Big matter create,Electronic,17816
12293,Least focus land,Rock,16355
12294,Never raise,Rock,4611
12295,Although bed,Electronic,8067
12296,If real,Hip-Hop,14911
12297,Staff campaign,Pop,16660
12298,Sure affect financial behavior,Electronic,15812
12299,Job work outside,Rock,3680
12300,Big civil,Hip-Hop,12410
12301,Success people,Electronic,1997
12302,East receive seven,Jazz,17057
12303,Although want wife,Hip-Hop,13169
12304,Spring coach,Hip-Hop,14357
12305,Occur turn employee,Rock,10174
12306,Understand he admit,Hip-Hop,7064
12307,Walk,Pop,13707
12308,Recognize,Electronic,1304
12309,By,Pop,2772
12310,Across walk,Rock,17529
12311,Outside bag,Pop,14262
12312,Scene night involve,Jazz,19704
12313,Claim sea,Electronic,12306
12314,Vote control,Pop,4519
12315,Left attention,Rock,8698
12316,Reveal me,Rock,8968
12317,Shoulder blood quality pressure,Jazz,12328
12318,Which wear,Electronic,11877
12319,Shoulder culture,Rock,12605
12320,Second,Hip-Hop,2557
12321,Food morning red,Jazz,10323
12322,Newspaper player prove,Rock,13200
12323,Develop grow,Electronic,14890
12324,How Democrat old,Hip-Hop,12882
12325,Project everybody,Rock,11694
12326,Until family expert,Hip-Hop,12387
