user_id,nombre_artistico,genero_principal
6012,Teresa Willis,Electronic
6017,Kenneth Smith,Blues
6020,Robert Cox,Jazz
6021,Steven Wiggins,Jazz
6022,Shannon Hernandez,Hip Hop
6030,Jeremy Brown,Rock
6032,Deborah Duarte,R&B
6033,Tyler Horton,Electronic
6034,Brett Blankenship,Rock
6037,Mark Avery,Rock
6039,Sarah Medina,Pop
6040,Cole Turner,Country
6045,Terry Ayala,Reggae
6046,Joshua Lamb,Country
6048,Tina White,Country
6049,Misty Johnson,Rock
6051,Amanda Horton,Country
6053,Dana Poole,Blues
6059,Jason Torres,Country
6062,Joseph Becker,Electronic
6075,Michelle Mccormick,Blues
6077,Melvin Golden,Classical
6078,Joseph Powers,Electronic
6079,Angela Mendoza,Country
6085,Joshua House,Classical
6086,Lindsey Meyer,Folk
6091,Ronald Hunter,Reggae
6092,William Berger,Jazz
6095,James Vasquez,R&B
6102,Patricia Hickman,Electronic
6105,Shannon Gomez,Jazz
6106,Taylor Adams,Classical
6109,Brandon Roach,Hip Hop
6110,Timothy Nelson,Pop
6113,Rhonda Howell,Country
6114,Jerry Allen,Classical
6115,Edwin Moss,Reggae
6124,Kristen Guzman,Country
6127,Lauren Price,Pop
6128,James Bentley,Metal
6131,Sarah Costa,Classical
6132,Richard Carney,Hip Hop
6142,Sara Warner,Jazz
6146,Larry Wilson,Pop
6149,Lindsey Blake,Pop
6151,Dalton Wells,Electronic
6152,Anthony Bell,Metal
6153,Melinda Freeman,Blues
6162,Kevin Blackburn,Hip Hop
6171,Marvin Singleton,Metal
6173,Jennifer Johnston,Rock
6178,Jake Berry,Folk
6182,Kathryn Smith,Folk
6191,Brent Young,Rock
6194,Lorraine Fields,Classical
6195,Patrick Gonzalez,Folk
6196,Joseph Hayes,Blues
6198,Jennifer Sandoval,Jazz
6200,Alejandro Moreno,Pop
6201,Steve Bernard,Metal
6206,Juan Lucero,Blues
6214,Wesley Adkins,Metal
6218,Courtney Bradshaw,Hip Hop
6228,John Byrd,Hip Hop
6229,Cynthia Roberts,Jazz
6230,Michael Gonzalez,Country
6232,Sarah Hale,Electronic
6240,Tyler Johnson,Hip Hop
6241,Rachel Hernandez,Reggae
6243,Carol Villa,Reggae
6245,Joshua Andrade,Pop
6247,Micheal Good,Metal
6248,Keith Reyes,Electronic
6254,George Browning,Jazz
6258,Tina Weiss,Hip Hop
6260,Kelly Garcia,Hip Hop
6267,Logan Rivers,R&B
6270,Kelly Perez,Country
6271,Andrew Young,Metal
6274,Ana Vance,Rock
6275,Greg Swanson,Country
6278,Brian Edwards,Reggae
6280,Colton Gibbs,Country
6288,Michael Miller,R&B
6291,Maria Frazier,Folk
6296,Brian Douglas,Rock
6297,Linda Mckinney,Reggae
6303,Kenneth Torres,Folk
6305,Joan Marks,Hip Hop
6307,Janice Randolph,Jazz
6310,Ryan Simmons,Rock
6314,Kyle Fuller,Blues
6318,John Stone,Pop
6323,Tiffany Reynolds,Reggae
6329,Kimberly Hernandez,Reggae
6330,Jay Reed,Jazz
6332,Michael Henderson,Classical
6333,Jamie Hancock,Country
6337,James Pineda,Country
6340,Tamara Griffin,Pop
6341,Victoria Hampton,Blues
6344,Nancy Guerra,Country
6347,Peter Cole,Blues
6348,Deborah Bush,Country
6352,Michael Mitchell,Country
6354,Derrick Elliott,Hip Hop
6355,Brian Heath,Reggae
6358,Joann Hayes,Blues
6362,Brandi Jacobs,Blues
6363,Monica Smith,Country
6369,Amanda Ford,Hip Hop
6381,Kevin Bell,Country
6382,Antonio Pierce,Reggae
6391,George Stewart,Hip Hop
6395,Rodney Hodge,Pop
6396,Ariel Daniels,Hip Hop
6398,Debbie Johnson,Hip Hop
6399,Stephen Alvarez,Electronic
6402,Crystal Jenkins,Jazz
6403,Joanne Fuller,Hip Hop
6408,James Campbell,Reggae
6413,Karen Mueller,Jazz
6421,Felicia Zamora,Rock
6423,Robert Turner,Hip Hop
6424,Kristen Sandoval,Electronic
6425,Robert Wilson,Jazz
6426,Maureen Gill,Folk
6429,John Dennis,R&B
6431,John Fitzpatrick,Pop
6432,Daniel Wheeler,R&B
6433,Krista Oliver,Blues
6437,David Taylor,Hip Hop
6441,Michael Chaney,Folk
6443,Sarah Nelson,Folk
6447,Jennifer West,Blues
6448,Linda Brown,Rock
6449,Jacqueline Jenkins,Jazz
6450,Eric Moss,Hip Hop
6454,Sandra Hodge,Jazz
6456,Shelly Beasley,Folk
6458,Charles Hill,Country
6461,Elaine Mathis,Hip Hop
6465,Rhonda Morrow,Blues
6469,Doris Mathis,Electronic
6473,Ariana Edwards,Country
6474,Katie Davis,Jazz
6477,Veronica Jones,Rock
6481,Alexandra Lawrence,Hip Hop
6490,Lynn Keller,Hip Hop
6491,Joseph Leonard,Jazz
6496,Amy Brown,Country
6499,Brian Walker,Pop
6500,Jack Moreno,Rock
6502,Matthew Hubbard,Hip Hop
6503,Matthew Stevens,Jazz
6508,Tamara Patel,Blues
6510,Angela Rocha,Classical
6511,Danielle Cox,R&B
6512,David Mathews,Jazz
6517,James Carr,Jazz
6518,Corey Graham,Electronic
6527,Lisa Terrell,Classical
6528,David Bell,Hip Hop
6529,Billy Benitez,Pop
6532,Dawn Ruiz,Metal
6535,Alexandra Mcmillan,Classical
6539,Haley Lynch,Metal
6551,Kimberly Schneider,Reggae
6562,Brent Reilly,Folk
6567,Evan Garcia,Rock
6568,Katie Barry,Jazz
6569,Carla Mcdonald,Blues
6570,Brian Evans,R&B
6571,Ashlee Arnold,Electronic
6572,Ana Patton,Reggae
6573,Jody Davis,Pop
6579,Erin Castillo,Electronic
6580,Charles Edwards,Pop
6583,Stephanie Thompson,Electronic
6584,Alan Scott,Blues
6586,Megan White,Reggae
6590,Nicole Bates,Folk
6592,Chelsea Moran,Rock
6594,Alexis Salas,Blues
6598,Steven Porter,Pop
6602,Natalie Barrett,Rock
6605,Kimberly Patrick,R&B
6608,Susan Baker,Folk
6615,April Calderon,Country
6617,Megan Schultz,Blues
6620,Jeffery Bernard,Hip Hop
6621,Michael Dillon,Reggae
6623,Patrick Mcfarland,Blues
6627,Alexandria Murray,Metal
6629,Marc Hawkins,Rock
6631,Kerri Gibson,Jazz
6632,Nathaniel Long,Electronic
6633,Jennifer Le,Electronic
6634,Tony Carter,Rock
6635,Marissa Sims,Folk
6637,James Michael,Country
6639,Timothy Wilson,Jazz
6643,Chris Bailey,Blues
6644,Jennifer Avery,Jazz
6653,Andrew Henderson,Blues
6654,Monica Dickson,Blues
6655,Matthew Sims,Rock
6658,Samantha Nichols,Blues
6660,Lisa Nelson,Pop
6668,Austin Fitzpatrick,Rock
6675,Ian Nguyen,R&B
6678,Brian Jackson,Rock
6686,Amy Torres,Blues
6692,Whitney Patterson,Reggae
6693,Jennifer Donaldson,Jazz
6697,Brandon Jones,Rock
6699,Gary Murphy,Metal
6700,Donna Little,Folk
6701,Jennifer Green,Folk
6707,Michael Morrison,Rock
6709,Rhonda Phillips,Jazz
6711,Carrie Campbell,Pop
6713,Cathy Martinez,Pop
6716,Marie Cox,Folk
6720,Robert Cruz,Folk
6724,Courtney Maddox,Classical
6725,Dan Rodriguez,Metal
6726,Andrea Cannon,Blues
6729,Noah Hawkins,Folk
6735,Allison Scott,Reggae
6736,Cynthia Curtis,Jazz
6739,James Chavez,Electronic
6740,Nicholas Miller,Classical
6743,David Booker,Hip Hop
6745,James Sullivan,Folk
6747,John Stone,Rock
6750,Caitlin Lynch,Reggae
6752,Kelly Morgan,Folk
6753,Renee Sanchez,Electronic
6760,Lindsay Mckee,Folk
6762,Anthony Stephens,R&B
6769,Edwin Santos,Rock
6772,Eric Glass,Hip Hop
6774,Tammy Smith,Country
6787,Terry Wagner,Rock
6790,Paul Beck,R&B
6799,Lori Moore,Pop
6802,Margaret Goodman,Classical
6803,Jack Mitchell,R&B
6807,James Koch,Folk
6809,Chad Obrien,Country
6812,James Duffy,Rock
6815,Andrew Mccormick,Blues
6839,Jerry Moon,Country
6843,Katherine Robinson,Classical
6847,Kimberly Thomas,Hip Hop
6851,John Kennedy,Metal
6852,Stephen Murphy,Electronic
6854,Douglas Grant,Jazz
6856,Sierra Patton,Electronic
6857,Sandra Morris,Metal
6861,Rebecca Sullivan,Metal
6862,Tara Singh,Jazz
6868,Ricky Reed,Folk
6871,James Greene,Country
6872,Benjamin Rogers,Jazz
6879,Ashley Harris,Metal
6880,Eric Williams,Country
6881,Christina Clarke,Rock
6889,Rachel Farley,Folk
6894,Michael Mendez,R&B
6901,Charles Butler,Reggae
6905,Misty Schmidt,Metal
6907,Rebecca Mueller,Hip Hop
6915,Brenda Baldwin,Pop
6918,Kristina Juarez,Blues
6919,Eric Guerrero,Pop
6925,Kristin Adams,Blues
6927,Shannon Perry,Jazz
6939,Joshua Miller,Electronic
6940,Timothy Cunningham,R&B
6942,Ashley Vasquez,Country
6945,Christina Le,Country
6946,Tiffany Cortez,Rock
6947,Grace Bowen,Jazz
6953,Barbara Lopez,Reggae
6959,Vanessa Solomon,Folk
6963,Evan Cook,Classical
6965,Michelle Glover,Hip Hop
6967,Kristina Brown,Pop
6969,Traci Torres,Blues
6982,Lee Jacobs,R&B
6986,Nicholas Vargas,Pop
6987,Sandra Williams,Rock
6994,Matthew Gutierrez,Folk
6999,Raymond Scott,Country
7000,Michael Robinson,R&B
7005,David Zamora,Hip Hop
7008,Renee Williams,Country
7009,Charles Johnson,Electronic
7012,Kelsey Williams,Country
7015,Elizabeth Wall,Rock
7016,Duane Ramirez,R&B
7025,Tiffany Mitchell,Hip Hop
7028,Ernest Brown,Folk
7029,Jon Mitchell,Country
7031,Mike May,Rock
7032,Gregory Bowen,Folk
7033,Crystal Nguyen,Electronic
7037,Carolyn Zimmerman,Reggae
7038,Stephanie Roberts,Rock
7039,Latasha Ramirez,Blues
7040,Jeffery Baldwin,Jazz
7041,Sarah Reyes,Jazz
7044,Teresa Reed,Folk
7050,Joseph Diaz,Blues
7051,Steven Williams,Country
7055,Timothy Daniel,Country
7058,Zachary Cochran,R&B
7060,Michael Scott,Jazz
7063,Carla Williams,Reggae
7064,Dale Christensen,Reggae
7067,Thomas Nicholson,Pop
7071,Christopher Williams,Jazz
7073,Mary Macias,Blues
7076,Michael Herrera,Folk
7078,Joshua Harris,Blues
7081,Elizabeth Ruiz,Electronic
7085,Steven Lee,Electronic
7087,Michael Petty,Metal
7090,Christopher Russell,Jazz
7095,Shannon Jackson,Country
7099,Rhonda Adams,Pop
7102,Calvin Cruz,Blues
7103,Donna Murray,Rock
7106,Wendy Barker,Rock
7124,Jonathan Lewis,Reggae
7127,Jennifer Graves,Folk
7128,Meagan Terry,Country
7136,Michelle Watkins,Country
7139,David Clark,Pop
7151,Christopher Lane,Electronic
7155,Philip Gibson,Folk
7158,Charles Thomas,R&B
7159,Nicholas Barton,Pop
7169,Paul Lozano,R&B
7173,Kevin Webster,Metal
7174,Tyler Calderon,Classical
7176,Robert Fields,Jazz
7179,Katherine Padilla,Rock
7184,Alicia Mitchell,Jazz
7190,Brent Chambers,Electronic
7193,Anna Taylor,Rock
7196,Denise Robinson,Electronic
7208,Jillian Harrison,Jazz
7214,Michael Sullivan,Reggae
7218,Stacey Bond,Country
7225,Eric Burgess,Folk
7228,Robin Webb,Jazz
7236,Tom Scott,Jazz
7238,Misty Calhoun,Jazz
7240,Jacqueline Romero,Electronic
7245,Tamara Ali,R&B
7247,Rachel Schneider,Electronic
7250,Robert Gibbs,Pop
7251,Dennis Jefferson,Pop
7253,Patrick Jones,Reggae
7260,Courtney Johnson,Folk
7270,Nicole Briggs,Country
7271,Barry Rodriguez,Blues
7272,Justin Stevens,Folk
7274,Michelle Klein,Electronic
7276,Stephanie Butler,Rock
7279,Melissa Potter,Electronic
7282,Kimberly Gross,Electronic
7283,Jennifer Whitney,Electronic
7291,Miguel Johnson,R&B
7295,Brooke Ryan,Hip Hop
7297,Keith Nguyen,Blues
7301,Emma Kelley,Folk
7302,Carlos Gray,Blues
7303,Sheri Anderson,Country
7307,Joy Willis,Hip Hop
7323,Kimberly Smith,Electronic
7324,Gabriel Wyatt,Folk
7331,Cameron Henderson,Hip Hop
7333,David House,Classical
7336,Raven Walker,Folk
7345,Joshua Lopez,Blues
7350,Donna Turner,Folk
7353,Angela Townsend,Classical
7356,David Gonzalez,Reggae
7357,Jay Camacho,Hip Hop
7362,Barbara Finley,Rock
7368,Mindy Lucas,Folk
7372,Angelica Le,Rock
7384,Jason Miller,Classical
7389,Kevin Duran,Rock
7390,Amy Stanton,Classical
7391,Timothy Acosta,Blues
7394,Julie Turner,Jazz
7397,Jacqueline Strickland,Blues
7399,Vanessa Robbins,Electronic
7401,Grant Gay,Rock
7402,Chad Edwards,Classical
7404,Douglas Robles,Classical
7407,Kristi Bernard,Country
7413,Scott Francis,Electronic
7423,Nicole Baker,Country
7425,Javier Johnston,Classical
7429,Ashley Yates,Pop
7432,Natalie Stephens,Metal
7436,Carol Mcbride,Rock
7437,Peter Coleman,Metal
7439,Christopher Harrell,R&B
7445,Amanda Phillips,Pop
7448,William Price,Pop
7449,Katherine Hernandez,Folk
7452,Joshua Brooks,Reggae
7453,Bradley Newman,Electronic
7456,Susan David,Blues
7457,Anna Mcgee,R&B
7459,Denise James,Metal
7464,Brian Turner,Classical
7465,Tyrone Nelson,Country
7469,Mary Hickman,Metal
7475,Lance Smith,Metal
7481,Brittany Green,Rock
7482,Johnny Brown,Pop
7490,Amanda Walters,Electronic
7493,Jeremy Navarro,Classical
7496,Michele Duarte,Pop
7497,Mackenzie Soto,Blues
7504,Debbie Miller,Metal
7505,Justin Price,Classical
7508,James Hughes,Hip Hop
7509,Stephanie Turner,Metal
7512,Tiffany Allison,Reggae
7513,April Miller,Electronic
7515,Gloria Hayes,Blues
7521,Kristen Hunter,Hip Hop
7525,Ann Williams,R&B
7528,Charlene Thomas,Metal
7530,Dale Vaughan,Electronic
7535,Katherine Miles,Pop
7540,Michelle Lewis,Classical
7543,Logan Tran,Electronic
7548,Peter Webb,Folk
7552,Robert Peterson,Electronic
7553,Roy Barr,Folk
7554,Charles Kennedy,Blues
7555,Bradley Mitchell,Pop
7567,Nicolas Curtis,Pop
7569,Jeanne Gregory,Hip Hop
7574,Julia Walker,Rock
7575,Jacob Silva,Hip Hop
7576,Douglas Nichols,Folk
7582,Elizabeth Garcia,Reggae
7583,Michael Torres,Pop
7584,Hayley Adkins,Metal
7585,Francisco Jones,Blues
7589,Shelby Shepherd,R&B
7591,Chad Gutierrez,Classical
7595,Patrick Nielsen,Metal
7597,Samantha Smith,Blues
7599,Amanda Doyle,Blues
7600,Victoria Williams,Jazz
7603,Edward Peterson,Electronic
7608,Ryan Bowers,Reggae
7610,Lori Rodriguez,Country
7616,Jennifer Wiley,Reggae
7623,James Jackson,Pop
7625,Amanda Fleming,Metal
7626,Anna Gilmore,Hip Hop
7627,Janet Mills,Folk
7628,Ann Cross,Hip Hop
7630,Albert Perry,R&B
7632,David Duke,R&B
7640,Kayla Brown,Pop
7641,Terrance Simpson,Electronic
7642,James Butler,Folk
7648,Lisa Williams,Metal
7650,Robert Welch,Blues
7654,Frederick Williams,Country
7657,Steven Nunez,Reggae
7659,Carla Berg,Blues
7660,Jessica Shaw,Metal
7663,David Hess,Rock
7670,Jennifer Thompson,Reggae
7674,Latasha Davis,Classical
7682,Daniel Smith,Rock
7686,Alex Watkins,Electronic
7691,Corey Smith,Blues
7698,Ashley Fox,Metal
7699,Bryan West,Folk
7702,Jeffrey Payne,Folk
7704,April Riggs,Country
7706,Joseph Chang,Hip Hop
7709,Jesus Owens,Metal
7710,Ryan Fletcher,Classical
7711,Cameron Wells,Reggae
7714,Joseph Jenkins,Electronic
7716,Tonya Lucero,Metal
7721,Victor Martin,R&B
7722,Christopher Gallegos,R&B
7726,Ashley Mendez,Metal
7729,Christopher Meyer,Jazz
7734,Anthony Mack,Folk
7739,Billy Mccoy,Blues
7741,Jennifer Terrell,Country
7743,Matthew Phillips,Country
7745,Carrie Deleon,R&B
7750,Joshua Farmer,Rock
7754,Dawn Ward,Jazz
7756,Kathryn Riley,Reggae
7761,Laura Levine,Country
7762,Shelby Lopez,Reggae
7765,Maria Smith,Electronic
7767,Leonard Humphrey,Rock
7776,Becky Williams,Folk
7779,Thomas Thompson,Metal
7781,Shannon Mcclure,Reggae
7784,Craig Mitchell,Electronic
7803,Richard Cole,Rock
7804,Luis Schwartz,Metal
7805,Brittany Meadows,Country
7806,Alexander Smith,Pop
7808,Joshua Sandoval,Reggae
7809,Christian Richardson,Country
7816,Marcus Cantu,Reggae
7819,Shawn Taylor,Metal
7827,Megan Haynes,Folk
7834,Amy Morgan,Rock
7835,Sheryl Rose,Jazz
7836,Jared Morris,R&B
7838,Michael Carson,Country
7842,Jeffrey Espinoza,Classical
7851,Krista Atkinson,Classical
7852,Derek Bush,Folk
7856,Christopher Lane,Classical
7859,Jordan Lane,Country
7864,Jonathan Nguyen,Classical
7867,Jessica Hull,R&B
7869,Michelle Peterson,Jazz
7870,Andrea Jackson,Blues
7871,Vanessa Nguyen,Blues
7874,Denise West,Metal
7876,Michael Martin,R&B
7880,Adriana Miller,Electronic
7881,Jonathan Mcdonald,Country
7882,Misty Rollins,Folk
7883,David Anderson,Hip Hop
7885,Jamie Cross,Hip Hop
7887,Gary Whitaker,Rock
7890,Mitchell Gonzalez,Rock
7898,Melissa Phillips,Jazz
7902,Joshua Arnold,Jazz
7906,Kimberly Schmidt,Electronic
7908,Andrew Mata,Reggae
7911,Brandi Liu,Jazz
7913,Patrick Marsh,Reggae
7914,Kristin Fischer,Pop
7920,Misty Mullen,Metal
7926,Michael Morgan,Folk
7927,Aaron Lee,Electronic
7931,Justin Wilkinson,Metal
7934,Amy Herrera,Folk
7935,Aaron Walker,R&B
7938,Jasmine Turner,Jazz
7939,Erika Simmons,Reggae
7941,David Davidson,Country
7945,Kayla Watts,Reggae
7956,Peter Mendoza,Jazz
7957,Sonia Salazar,Metal
7958,William Lucas,Metal
7961,Chelsea Collins,Rock
7962,Elizabeth Mata,Metal
7964,Andrew Warner,Blues
7965,Natalie West,Blues
7968,Lisa Gonzalez,Jazz
7970,Adam Miller,Rock
7971,Colin Watkins,Metal
7976,Tiffany Glover,Metal
7977,John Simmons,Metal
7983,Daniel Lowe,Reggae
7986,Steven Garrett,Country
7987,Paul Smith,Jazz
7988,Daniel Mullins,Electronic
7991,Steven Anderson,Country
7992,Mary Daniels,Jazz
7996,Rebecca Bartlett,Jazz
7997,David Benson,Classical
7998,Kayla Ward,Hip Hop
8000,Gabriel Hubbard,Jazz
8002,Jerry Stewart,Jazz
8003,Gina Phillips,Pop
8007,David Montes,Folk
8008,Hunter Gonzales,Reggae
8009,Thomas Yang,Country
8010,Douglas Jones,Pop
8011,Leah Espinoza,Country
8014,Thomas Stone,Blues
8015,Paige Powell,Folk
8022,Elaine Mendez,Rock
8027,Robert French,Hip Hop
8028,Danny Thompson,Classical
8030,Aaron Jenkins,Electronic
8033,Joseph Kennedy,R&B
8036,Christina Ford,Folk
8039,Linda Rodgers,Electronic
8041,Andrew Hunter,Classical
8045,Andrew Adams,Country
8047,Diane Gonzales,Jazz
8051,Nicholas Walton,Rock
8052,Lee Castillo,Rock
8053,Bruce Fletcher,Hip Hop
8054,Vanessa Rogers,Jazz
8055,Jasmine Silva,R&B
8056,Jennifer Walker,Hip Hop
8058,Amy Douglas,Hip Hop
8060,Sarah Kim,Country
8080,Ian Ruiz,Rock
8085,Ruth Robbins,Folk
8086,Felicia Henderson,Hip Hop
8096,Adam Collins,Folk
8098,Chad Williams,R&B
8101,Anita Jones,Electronic
8104,Brian Campbell,Metal
8107,Jennifer Orr,R&B
8108,Lauren Nelson,Reggae
8111,Kevin Washington,Folk
8128,Megan Pierce,Electronic
8132,Angela Taylor,R&B
8134,Kara Powell,Folk
8137,Lisa Stokes,Metal
8138,Nicole Harrison,Classical
8142,Sean Nash,Pop
8147,Lori Gordon,Pop
8158,Gregory Garcia,Country
8159,Kevin Nichols,Rock
8162,Bradley Coleman,Pop
8163,Matthew Luna,Country
8168,Christopher Bautista,Classical
8174,Vincent Garcia,Pop
8176,Maureen Pratt,Electronic
8177,Rachel Erickson,Hip Hop
8179,Dana Sutton,Blues
8182,Molly Jones,Metal
8188,Christopher Cook,R&B
8193,Leslie Aguilar,Electronic
8194,Jodi Lopez,Reggae
8201,Barbara Melendez,Folk
8207,Susan Roberson,Rock
8208,Lisa Silva,Country
8213,Joseph Smith,Blues
8215,Jerry Newton,Blues
8217,Carol Scott,Blues
8218,Jesse Solis,Rock
8222,Timothy Williams,Reggae
8226,Aaron Taylor,Jazz
8231,Lauren Hammond,Electronic
8238,Brooke Peters,Pop
8239,Kevin Martinez,Hip Hop
8240,Lisa Johnson,Blues
8243,Julie Booth,Electronic
8247,Christopher Rivera,Rock
8248,Julian Lopez,Electronic
8249,Michael Matthews,Metal
8251,Beth Ellis,Metal
8252,Stephanie Weaver,Hip Hop
8255,Lauren Wagner,Pop
8256,David Harvey,Metal
8267,Mary Bray,Metal
8270,Kevin Gordon,Hip Hop
8271,Ashley Shaffer,Classical
8274,Amanda Rivera,Classical
8276,Michelle Davila,Rock
8277,Drew Ayers,Metal
8286,Richard Diaz,Electronic
8290,Victor Smith,Reggae
8291,Alan Wells,R&B
8292,Ashley Graham,Country
8295,Sarah Brown,Classical
8302,Samantha Mathis,Blues
8303,Jeffrey Mays,Blues
8304,Lisa Thompson,Pop
8315,Meredith Hill,Classical
8321,Kevin Baker,Hip Hop
8322,Bridget Pennington,Pop
8328,Edward Young,Country
8338,Michael Reyes,Pop
8340,Laura Ross,Country
8347,Roy Wood,Folk
8350,Edward Davis,R&B
8354,Emily Webster,Classical
8355,Vanessa Herrera,Rock
8358,Sarah Sanders,Classical
8361,Whitney Lucas,Metal
8363,Antonio Clark,R&B
8366,Jillian Rivera,Jazz
8367,Kylie Schultz,R&B
8369,Charles Hoffman,Electronic
8370,Brittany Brandt,Pop
8371,Amy Guzman,Folk
8372,Samuel Benton,Pop
8376,John Newman,Reggae
8379,Sheri Riley,Classical
8380,James Casey,Classical
8382,Janice Davis,Country
8387,Ashley Schmitt,Country
8388,Daniel Garrett,Pop
8391,Michael Long,Metal
8393,Kevin Watson,Classical
8407,Angela Parsons,Reggae
8409,Suzanne Jones,Metal
8418,Danielle White,Hip Hop
8420,Chad Warner,Folk
8425,Candice Wade,Country
8442,Bruce Stevens,Metal
8443,Becky Crosby,Jazz
8445,Taylor Gay,Reggae
8446,Christopher Hill,Rock
8447,Alicia Wallace,Hip Hop
8448,Amanda Romero,Country
8453,Melissa Nguyen,Blues
8456,Shelby Walsh,Folk
8459,Diana Harris,Metal
8463,Robert Davis,Folk
8467,Robert Romero,Jazz
8469,James Fernandez,Metal
8471,Erica Manning,Blues
8473,David Olsen,R&B
8484,Martha Jones,Classical
8488,Ronald Brady,Blues
8489,Zachary Bradley,Electronic
8494,Michael Bryant,Blues
8496,Natalie Velasquez,Metal
8498,Mark Hernandez,Metal
8502,Kenneth Chase,R&B
8504,Jesse Zimmerman,Pop
8509,Alexis Hodges,Metal
8516,Tony Wilson,Classical
8525,Corey Norris,Jazz
8526,Eric Jones,Blues
8536,Alex Johnson,Country
8541,Jennifer Solis,Reggae
8544,Stephen Day,R&B
8545,Lauren Garrett,Country
8546,Matthew Santos,Blues
8550,Erin Gutierrez,Classical
8552,Kathy Holloway,Jazz
8554,Stephanie Brandt,Country
8555,Michael Anderson,Metal
8559,Lisa Alexander,Metal
8563,Tiffany Reyes,Electronic
8569,Lucas Melton,Jazz
8572,Jasmin Anderson,Classical
8575,Eric Hopkins,Hip Hop
8579,Virginia Powell,Electronic
8582,Ryan Woods,R&B
8584,Anthony Garcia,Folk
8585,Erin Olson,Hip Hop
8588,April Knapp,Jazz
8589,Barbara Wright,Hip Hop
8591,Jodi Johnson,Pop
8593,Amanda Jones,Blues
8597,Rachel Dominguez,Classical
8600,Emily Brown,Rock
8603,Jessica Morgan,Rock
8606,Kevin Powell,Pop
8611,Arthur Barrett,Country
8613,Karen Bennett,Country
8619,Stephanie Wilson,R&B
8622,Bianca Obrien,Electronic
8626,Katherine Lawson,Electronic
8630,Joseph Clark,R&B
8631,Michael Bailey,Country
8641,Stephanie Wells,Blues
8650,Devon Campbell,Reggae
8651,Travis Adkins,Folk
8652,Christopher Maldonado,Blues
8661,Andrew Young,Electronic
8664,Matthew Harris,R&B
8667,Michael Pacheco,Reggae
8668,Elaine Gray,Rock
8669,Benjamin Williams,Folk
8670,Gabriel Hamilton,Hip Hop
8673,Anthony Perry,Pop
8680,Tracy Flores,Classical
8682,Robert Franklin,Electronic
8683,Lauren Duncan,Country
8685,Susan Alvarado,Folk
8694,Diana Chen,Country
8699,Terri Fox,R&B
8701,Catherine King,Pop
8703,Douglas Beasley,Hip Hop
8706,Duane Washington,Rock
8707,Jeffrey Jacobson,Country
8708,Bryan Reed,Reggae
8712,Erin Cantu,Classical
8715,Billy Watson,Metal
8719,Lee Williams,Reggae
8720,Carol Foster,Reggae
8724,Patrick Oliver,Hip Hop
8727,Christopher Garcia,Rock
8730,Thomas Martinez,Classical
8731,Michelle Molina,Folk
8732,Charles Romero,Jazz
8738,Cesar Hood,Electronic
8741,Richard Gillespie,Reggae
8742,Michael Baker,Rock
8743,Phillip Rivera,Country
8753,Kelly Barrett,Metal
8754,Elizabeth Morales,Electronic
8757,Regina Morris,Rock
8759,Luke Mack,Jazz
8760,Donna Bennett,Metal
8762,Tyler Bell,Rock
8766,Charles Henry,Rock
8768,Kim Anderson,Metal
8771,Jeffrey Ramirez,Metal
8774,Robert Proctor,Pop
8778,Sharon Peterson,Pop
8782,Kimberly Anderson,Country
8791,James Walton,Electronic
8793,Jessica Sandoval,Reggae
8796,Joseph Robertson,Classical
8797,Edward Moore,Pop
8799,Robert Wallace,R&B
8808,Christina Bond,R&B
8809,Edward Odonnell,Folk
8812,Meagan Ray,Jazz
8814,Annette Richardson,Jazz
8816,Kaitlyn Andrade,Pop
8818,David Melendez,Blues
8819,Lisa Flynn,R&B
8820,Karen Roberts,Metal
8822,John Marquez,Rock
8824,Heather Hines,Reggae
8825,Rachel Christensen,Pop
8826,Tiffany Nicholson,Electronic
8827,Jerome Kelley,Electronic
8830,David Rodriguez,Jazz
8833,Paul Hart,R&B
8834,Mackenzie Holt,Folk
8837,Michael Moore,Reggae
8839,Victor Adams,Folk
8844,Roger Johnson,Folk
8847,Samuel Jackson,R&B
8855,Shane Kennedy,Electronic
8857,Misty Wright,Blues
8858,Timothy Vaughn,Blues
8864,Rebecca Carey,Blues
8866,Elizabeth Conley,Rock
8869,Michael May,Reggae
8874,Ashley Carrillo,Blues
8878,Philip Evans,Metal
8879,Gary Thomas,Metal
8887,Robert Buchanan,Classical
8888,Anthony Williams,Pop
8896,Jennifer Morrison,Electronic
8898,Jeffrey Ortega,Rock
8902,Patricia Parrish,Rock
8913,Jessica Harris,Rock
8915,Sonia Booth,Country
8918,Amy Walters,Classical
8919,Randy Myers,Country
8926,Kelly Wade,Folk
8927,Christopher Larson,Folk
8928,Lisa Silva,Rock
8929,Diane Hopkins,Country
8932,Scott Hunter,Rock
8934,Chris Rowland,Folk
8936,Andrew Bell,R&B
8937,Lauren Hogan,Reggae
8945,Jimmy Patterson,Jazz
8946,John Rodriguez,Jazz
8948,Samuel Hanson,Country
8950,Richard Hancock,Hip Hop
8953,David James,Country
8959,Mary Garcia,R&B
8960,Paul Robinson,R&B
8961,Brianna Barker,Hip Hop
8967,Danielle Bell,Folk
8969,Glenn Elliott,Folk
8970,Susan Cunningham,Country
8975,John Baker,Pop
8978,Katherine Nguyen,Electronic
8980,Lauren Thompson,Blues
8982,Jessica Colon,Hip Hop
8994,Brandon Adams,Jazz
8999,Allen Hall,Reggae
